Liver_lipid,P value,Mean of Control CRISPR,Mean of Osbpl3 CRISPR,Difference,SE of difference,t ratio,df,Gene,Liver_lipid.y,bicor,adj_pval,abs_bicor,Max_abundance,Lipid_class,significant_corr,fold_change
TG 56:3-FA20:0,0.024265,0.04278,0.03026,0.01252,0.005033,2.488,16,Osbpl3,TG.56.3.FA20.0,0.203507107934315,0.219169017414996,0.203507107934315,0.099377054,TG,no,0.707339878447873
TG 52:2-FA16:0,0.024329,47.91,27.13,20.78,8.356,2.486,16,Osbpl3,TG.52.2.FA16.0,0.836575157217609,1.64475365032168e-12,0.836575157217609,102.5601744,TG,yes,0.566270089751618
TG 54:4-FA18:2,0.024359,3.451,2.235,1.216,0.4892,2.486,16,Osbpl3,TG.54.4.FA18.2,0.832938204767625,2.43028156334123e-12,0.832938204767625,5.258328261,TG,yes,0.647638365691104
TG 50:0-FA14:0,0.024443,0.01102,0.00647,0.004552,0.001832,2.484,16,Osbpl3,TG.50.0.FA14.0,0.833027711320242,1.21265282685531e-11,0.833027711320242,0.030742565,TG,yes,0.587114337568058
TG 49:1-FA14:0,0.024557,0.05646,0.03429,0.02217,0.008932,2.482,16,Osbpl3,TG.49.1.FA14.0,0.831422400503751,4.87283375659887e-12,0.831422400503751,0.077558506,TG,yes,0.607332624867163
CE 18:0,0.024773,0.33,0.2475,0.08247,0.03329,2.477,16,Osbpl3,CE.18.0,0.853346263300193,2.49148553267653e-13,0.853346263300193,1.185139713,CE,yes,0.75
TG 46:1-FA14:0,0.025114,0.6256,0.3626,0.263,0.1065,2.471,16,Osbpl3,TG.46.1.FA14.0,0.847792303716013,4.70351873598702e-13,0.847792303716013,0.890005302,TG,yes,0.57960358056266
TG 48:1-FA14:0,0.025121,2.157,1.231,0.9256,0.3746,2.47,16,Osbpl3,TG.48.1.FA14.0,0.860432050594026,1.07015705780216e-13,0.860432050594026,3.939697175,TG,yes,0.570700046360686
TG 47:2-FA15:0,0.025212,0.05562,0.03677,0.01885,0.007636,2.469,16,Osbpl3,TG.47.2.FA15.0,0.780485215773859,3.69712057827648e-10,0.780485215773859,0.055424035,TG,yes,0.661093131966918
TG 56:5-FA18:2,0.025242,0.08354,0.05897,0.02457,0.009955,2.468,16,Osbpl3,TG.56.5.FA18.2,0.702670549152212,9.67390673359647e-08,0.702670549152212,0.166468947,TG,yes,0.705889394302131
TG 48:0-FA18:0,0.025248,0.02993,0.01727,0.01266,0.00513,2.468,16,Osbpl3,TG.48.0.FA18.0,0.850578382053004,3.41743802861815e-13,0.850578382053004,0.120833912,TG,yes,0.577013030404277
TG 52:2-FA18:1,0.025438,79.08,44.99,34.1,13.84,2.464,16,Osbpl3,TG.52.2.FA18.1,0.842065326520806,8.97209964187016e-13,0.842065326520806,164.9917285,TG,yes,0.568917551846232
TG 54:3-FA20:2,0.025522,0.7602,0.4558,0.3044,0.1236,2.463,16,Osbpl3,TG.54.3.FA20.2,0.862899539604697,7.94710654549118e-14,0.862899539604697,1.735330886,TG,yes,0.599579058142594
TG 50:2-FA14:0,0.02557,2.839,1.719,1.12,0.4549,2.462,16,Osbpl3,TG.50.2.FA14.0,0.855342812406058,1.96352211055616e-13,0.855342812406058,4.150246253,TG,yes,0.605494892567806
TG 48:2-FA14:1,0.025579,0.6364,0.3808,0.2557,0.1039,2.461,16,Osbpl3,TG.48.2.FA14.1,0.847360693490309,4.93341784926894e-13,0.847360693490309,1.047796588,TG,yes,0.598365807668133
TG 54:1-FA18:0,0.025891,0.1351,0.08131,0.05375,0.02189,2.455,16,Osbpl3,TG.54.1.FA18.0,0.839113055810097,1.24758835713842e-12,0.839113055810097,0.775604885,TG,yes,0.601850481125093
CE 14:1,0.02614,0.02921,0.02181,0.007393,0.003017,2.451,16,Osbpl3,CE.14.1,0.81807781398563,4.26307467769364e-10,0.81807781398563,0.037144452,CE,yes,0.746662102019856
TG 54:2-FA16:0,0.02624,2.439,1.393,1.045,0.4268,2.449,16,Osbpl3,TG.54.2.FA16.0,0.839537101294036,1.19097612135968e-12,0.839537101294036,6.135598769,TG,yes,0.571135711357114
TG 46:1-FA16:0,0.026287,0.7569,0.4394,0.3174,0.1297,2.448,16,Osbpl3,TG.46.1.FA16.0,0.854016875622077,2.29731427704301e-13,0.854016875622077,1.183232994,TG,yes,0.580525829039503
TG 54:4-FA20:3,0.026433,0.9695,0.6434,0.3261,0.1334,2.445,16,Osbpl3,TG.54.4.FA20.3,0.887324452765088,3.52736933610625e-15,0.887324452765088,2.018599087,TG,yes,0.663641052088705
TG 46:2-FA14:1,0.026508,0.1749,0.1087,0.06614,0.02707,2.444,16,Osbpl3,TG.46.2.FA14.1,0.823395685196886,6.73053130112261e-12,0.823395685196886,0.235595261,TG,yes,0.621497998856489
PE P-18:1/16:0,0.026863,0.002344,0.002835,-0.0004914,0.0002016,2.437,16,Osbpl3,PE.P.18.1.16.0,-0.585032203406845,3.20177223604e-05,0.585032203406845,0.005279434,PE_P,yes,1.20947098976109
TG 52:0-FA18:0,0.026871,0.1569,0.09312,0.06382,0.02619,2.437,16,Osbpl3,TG.52.0.FA18.0,0.833173421903074,2.36930887000777e-12,0.833173421903074,0.913872898,TG,yes,0.593499043977055
TG 49:0-FA15:0,0.026941,0.005469,0.00302,0.002449,0.001005,2.436,16,Osbpl3,TG.49.0.FA15.0,0.860103451310313,1.93896752530734e-13,0.860103451310313,0.075505175,TG,yes,0.55220332784787
TG 54:0-FA16:0,0.026977,0.01049,0.006839,0.003652,0.0015,2.435,16,Osbpl3,TG.54.0.FA16.0,0.810316960321542,2.49760684275869e-11,0.810316960321542,0.065859456,TG,yes,0.651954242135367
TG 45:0-FA16:0,0.027066,0.01789,0.01068,0.007206,0.002961,2.433,16,Osbpl3,TG.45.0.FA16.0,0.833369671545578,2.31801005747672e-12,0.833369671545578,0.026343782,TG,yes,0.596981553940749
TG 52:3-FA22:1,0.027072,0.01072,0.006645,0.004072,0.001674,2.433,16,Osbpl3,TG.52.3.FA22.1,0.851261379577471,3.16642590995625e-13,0.851261379577471,0.018346563,TG,yes,0.619869402985075
TG 50:4-FA16:1,0.027157,0.8613,0.5633,0.298,0.1226,2.432,16,Osbpl3,TG.50.4.FA16.1,0.843523892818179,7.65654530403773e-13,0.843523892818179,1.176068506,TG,yes,0.654011378149309
TG 46:2-FA14:0,0.027226,0.2261,0.1396,0.08643,0.03556,2.43,16,Osbpl3,TG.46.2.FA14.0,0.8179897394736,1.17297425765543e-11,0.8179897394736,0.249549382,TG,yes,0.617425917735515
TG 47:0-FA17:0,0.027607,0.01313,0.00784,0.005292,0.002184,2.423,16,Osbpl3,TG.47.0.FA17.0,0.820746271609254,2.46796742251867e-11,0.820746271609254,0.019469472,TG,yes,0.597105864432597
TG 52:1-FA16:0,0.02779,1.71,0.9764,0.7333,0.303,2.42,16,Osbpl3,TG.52.1.FA16.0,0.839673208430196,1.17320396535632e-12,0.839673208430196,15.36200852,TG,yes,0.570994152046784
TG 56:6-FA18:0,0.027806,0.008739,0.006123,0.002616,0.001081,2.42,16,Osbpl3,TG.56.6.FA18.0,0.0449997468001983,0.828236186238578,0.0449997468001983,0.028383214,TG,no,0.700652248541023
TG 54:2-FA20:1,0.027813,2.663,1.5,1.162,0.4804,2.42,16,Osbpl3,TG.54.2.FA20.1,0.839338025847467,1.21693422090379e-12,0.839338025847467,6.677685919,TG,yes,0.563274502440856
PE P-18:0/18:2,0.028189,0.01268,0.01417,-0.001482,0.0006143,2.413,16,Osbpl3,PE.P.18.0.18.2,-0.61779101071517,7.99673564419397e-06,0.61779101071517,0.030870609,PE_P,yes,1.11750788643533
TG 54:2-FA20:2,0.028211,0.005839,0.003342,0.002497,0.001035,2.412,16,Osbpl3,TG.54.2.FA20.2,0.864434917865482,6.63282596408714e-14,0.864434917865482,0.180506729,TG,yes,0.572358280527488
TG 46:2-FA16:1,0.028683,0.4497,0.2726,0.1771,0.07365,2.404,16,Osbpl3,TG.46.2.FA16.1,0.826039761571819,5.09542212700449e-12,0.826039761571819,0.596013001,TG,yes,0.606181899043807
TG 50:4-FA18:1,0.028838,0.1545,0.1038,0.05077,0.02114,2.401,16,Osbpl3,TG.50.4.FA18.1,0.832316759153896,2.59997443216067e-12,0.832316759153896,0.236030977,TG,yes,0.671844660194175
TG 48:3-FA16:1,0.028943,1.28,0.7667,0.5133,0.2139,2.4,16,Osbpl3,TG.48.3.FA16.1,0.818107588516007,1.15929693113471e-11,0.818107588516007,1.906398916,TG,yes,0.598984375
TG 46:0-FA16:0,0.02916,0.3788,0.2082,0.1706,0.0712,2.396,16,Osbpl3,TG.46.0.FA16.0,0.851402820269123,3.11452833628288e-13,0.851402820269123,0.746354318,TG,yes,0.549630411826821
TG 48:1-FA18:0,0.029611,0.04186,0.02338,0.01849,0.00774,2.388,16,Osbpl3,TG.48.1.FA18.0,0.836404272936022,1.67690863665566e-12,0.836404272936022,0.113544491,TG,yes,0.558528428093646
TG 50:5-FA18:3,0.02971,0.028,0.02095,0.007052,0.002955,2.386,16,Osbpl3,TG.50.5.FA18.3,0.709556104669294,6.33872013334122e-08,0.709556104669294,0.074019847,TG,yes,0.748214285714286
TG 54:5-FA20:3,0.029793,0.3611,0.2574,0.1036,0.04346,2.385,16,Osbpl3,TG.54.5.FA20.3,0.857979570335309,1.43666729841724e-13,0.857979570335309,0.628668263,TG,yes,0.712821932982553
TG 56:7-FA22:6,0.029919,0.6227,0.4297,0.1929,0.08097,2.383,16,Osbpl3,TG.56.7.FA22.6,0.296178760951058,0.0616494234311291,0.296178760951058,1.405147904,TG,no,0.690059418660671
TG 47:2-FA18:1,0.031164,0.03018,0.02047,0.009712,0.004111,2.362,16,Osbpl3,TG.47.2.FA18.1,0.839191182715561,1.23685449172778e-12,0.839191182715561,0.039820196,TG,yes,0.678263750828363
TG 55:5-FA18:1,0.031388,0.02891,0.02143,0.007483,0.003172,2.359,16,Osbpl3,TG.55.5.FA18.1,0.735033065472362,1.19035011957966e-08,0.735033065472362,0.052569141,TG,yes,0.741265997924594
TG 47:1-FA18:1,0.03221,0.05168,0.03414,0.01755,0.00748,2.346,16,Osbpl3,TG.47.1.FA18.1,0.842988127302634,8.13144174560685e-13,0.842988127302634,0.073032337,TG,yes,0.660603715170279
TG 50:5-FA16:1,0.032622,0.05049,0.03439,0.0161,0.006882,2.339,16,Osbpl3,TG.50.5.FA16.1,0.817093072115858,1.28303881597433e-11,0.817093072115858,0.074913807,TG,yes,0.681124975242622
TG 52:3-FA16:1,0.032956,12.6,7.373,5.228,2.24,2.334,16,Osbpl3,TG.52.3.FA16.1,0.835227866426121,1.90381015850557e-12,0.835227866426121,23.95167623,TG,yes,0.58515873015873
TG 48:4-FA18:3,0.033451,0.0159,0.01163,0.004279,0.001839,2.327,16,Osbpl3,TG.48.4.FA18.3,0.69547437835561,1.4874289546123e-07,0.69547437835561,0.046910525,TG,yes,0.731446540880503
TG 50:0-FA16:0,0.033491,0.3095,0.1789,0.1306,0.05616,2.326,16,Osbpl3,TG.50.0.FA16.0,0.8269231309572,4.64029924009593e-12,0.8269231309572,5.852259192,TG,yes,0.578029079159935
TG 46:2-FA16:0,0.034287,0.2043,0.13,0.0743,0.03211,2.314,16,Osbpl3,TG.46.2.FA16.0,0.827681935587719,4.28605020798298e-12,0.827681935587719,0.300491481,TG,yes,0.636319138521782
TG 46:0-FA14:0,0.034379,0.1782,0.09764,0.08052,0.03482,2.313,16,Osbpl3,TG.46.0.FA14.0,0.84849040362346,4.34029687113668e-13,0.84849040362346,0.347514957,TG,yes,0.547923681257015
PC 16:0_22:6,0.034914,1.995,1.648,0.3469,0.1505,2.305,16,Osbpl3,PC.16.0_22.6,-0.674998280726553,4.74031961638932e-07,0.674998280726553,3.589490627,PC,yes,0.826065162907268
TG 56:4-FA18:1,0.03518,0.7038,0.462,0.2417,0.1051,2.301,16,Osbpl3,TG.56.4.FA18.1,0.843373661988536,7.79319527454375e-13,0.843373661988536,1.398470531,TG,yes,0.656436487638534
TG 52:4-FA20:4,0.035364,0.0622,0.04432,0.01788,0.007782,2.298,16,Osbpl3,TG.52.4.FA20.4,0.77838992213504,4.40624229132398e-10,0.77838992213504,0.087764475,TG,yes,0.712540192926045
TG 48:3-FA14:1,0.035433,0.2513,0.1713,0.08004,0.03484,2.297,16,Osbpl3,TG.48.3.FA14.1,0.836642117069261,1.63372015416686e-12,0.836642117069261,0.313107535,TG,yes,0.681655391961799
TG 58:3-FA18:1,0.035559,0.1381,0.09364,0.04441,0.01935,2.295,16,Osbpl3,TG.58.3.FA18.1,0.80682745333448,3.49187933070014e-11,0.80682745333448,0.228868389,TG,yes,0.678059377262853
TG 50:3-FA20:3,0.035571,0.01651,0.01161,0.004905,0.002137,2.295,16,Osbpl3,TG.50.3.FA20.3,0.842816967897734,1.41556201028887e-12,0.842816967897734,0.02608139,TG,yes,0.703210175651121
TG 48:4-FA16:0,0.035582,0.01161,0.008043,0.003564,0.001553,2.295,16,Osbpl3,TG.48.4.FA16.0,0.793366483632063,1.21593833698966e-10,0.793366483632063,0.027601,TG,yes,0.692764857881137
TG 48:2-FA18:0,0.035729,0.009041,0.005427,0.003614,0.001576,2.293,16,Osbpl3,TG.48.2.FA18.0,0.857295047642531,8.34541605658362e-13,0.857295047642531,0.016630254,TG,yes,0.600265457360911
TG 52:5-FA20:4,0.036091,0.1487,0.107,0.04164,0.0182,2.288,16,Osbpl3,TG.52.5.FA20.4,0.734455517250068,1.23799431459649e-08,0.734455517250068,0.164037335,TG,yes,0.719569603227976
TG 50:5-FA18:1,0.036349,0.01157,0.008149,0.003423,0.001499,2.284,16,Osbpl3,TG.50.5.FA18.1,0.8371075628256,1.5518623044498e-12,0.8371075628256,0.024561537,TG,yes,0.704321521175454
TG 52:7-FA16:0,0.036939,0.01775,0.01179,0.005955,0.002616,2.276,16,Osbpl3,TG.52.7.FA16.0,0.854604001592936,2.14377045045741e-13,0.854604001592936,0.130018555,TG,yes,0.664225352112676
TG 44:1-FA14:1,0.037174,0.01797,0.01101,0.006962,0.003063,2.273,16,Osbpl3,TG.44.1.FA14.1,0.653798576757848,2.35999682243857e-05,0.653798576757848,0.020078016,TG,yes,0.612687813021703
TG 51:0-FA17:0,0.03803,0.005091,0.002438,0.002653,0.001173,2.261,16,Osbpl3,TG.51.0.FA17.0,0.844169685520909,7.1195166476306e-13,0.844169685520909,0.092827549,TG,yes,0.478884305637399
TG 52:5-FA16:0,0.038422,0.1356,0.09858,0.03704,0.01642,2.256,16,Osbpl3,TG.52.5.FA16.0,0.0862450658996632,0.640621032977196,0.0862450658996632,0.438106402,TG,no,0.726991150442478
TG 56:5-FA20:2,0.038666,0.06815,0.04806,0.0201,0.008922,2.253,16,Osbpl3,TG.56.5.FA20.2,0.839898533937017,1.14296900908245e-12,0.839898533937017,0.144082676,TG,yes,0.70520909757887
TG 47:2-FA18:2,0.039029,0.009135,0.006241,0.002894,0.001287,2.248,16,Osbpl3,TG.47.2.FA18.2,0.698628122691271,1.23305784879407e-07,0.698628122691271,0.024740329,TG,yes,0.6831964969896
TG 53:0-FA16:0,0.039067,0.04349,0.03204,0.01145,0.005095,2.247,16,Osbpl3,TG.53.0.FA16.0,0.396363934436177,0.00925899733995752,0.396363934436177,0.097061654,TG,yes,0.736721085306967
TG 54:7-FA18:1,0.039211,0.01832,0.01412,0.004197,0.001869,2.246,16,Osbpl3,TG.54.7.FA18.1,0.598315431009306,1.85570375992089e-05,0.598315431009306,0.056453543,TG,yes,0.770742358078603
TG 49:3-FA18:3,0.03928,0.004348,0.003191,0.001157,0.0005123,2.258,15,Osbpl3,TG.49.3.FA18.3,0.77511972654906,3.10231583048198e-08,0.77511972654906,0.009587716,TG,yes,0.733900643974241
TG 50:5-FA20:5,0.039731,0.001833,0.001198,0.000635,0.0002426,2.617,6,Osbpl3,TG.50.5.FA20.5,0.752478919781928,5.45293627858957e-06,0.752478919781928,0.003933422,TG,yes,0.653573376977632
TG 56:3-FA18:1,0.03979,1.971,1.207,0.764,0.3413,2.238,16,Osbpl3,TG.56.3.FA18.1,0.832740174849302,2.48447588767671e-12,0.832740174849302,4.990759468,TG,yes,0.612379502790462
TG 44:0-FA18:0,0.039809,0.002445,0.001186,0.001258,0.0005399,2.331,11,Osbpl3,TG.44.0.FA18.0,0.683553694229093,8.5940281755697e-05,0.683553694229093,0.003946414,TG,yes,0.485071574642127
PE O-18:0/20:3,0.040024,0.003438,0.00482,-0.001382,0.0005937,2.328,11,Osbpl3,PE.O.18.0.20.3,-0.33934179794943,0.0381879785394346,0.33934179794943,0.008910427,PE_O,yes,1.40197789412449
TG 55:3-FA18:1,0.041072,0.4124,0.2622,0.1502,0.0676,2.222,16,Osbpl3,TG.55.3.FA18.1,0.854495059394869,2.17414139677879e-13,0.854495059394869,0.789467571,TG,yes,0.635790494665373
TG 54:5-FA22:4,0.041255,0.02479,0.0181,0.006689,0.003014,2.219,16,Osbpl3,TG.54.5.FA22.4,0.795275670932675,1.02472069733061e-10,0.795275670932675,0.041028632,TG,yes,0.73013311819282
TG 54:4-FA22:4,0.04161,0.009106,0.006717,0.00239,0.001079,2.215,16,Osbpl3,TG.54.4.FA22.4,0.825309293900664,5.50135625886299e-12,0.825309293900664,0.017059883,TG,yes,0.737645508455963
TG 52:4-FA22:1,0.042066,0.009152,0.006418,0.002734,0.001237,2.209,16,Osbpl3,TG.52.4.FA22.1,0.793224935516713,1.23113149272988e-10,0.793224935516713,0.013571816,TG,yes,0.701267482517482
PC 15:0_16:1,0.0422,0.007493,0.00437,0.003122,0.00106,2.944,4,Osbpl3,PC.15.0_16.1,-0.537872564921325,0.145534887057852,0.537872564921325,0.006873267,PC,no,0.583210996930468
TG 60:12-FA22:6,0.042729,0.006818,0.004444,0.002375,0.001079,2.201,16,Osbpl3,TG.60.12.FA22.6,-0.0620980826657323,0.749543313165355,0.0620980826657323,0.052761283,TG,no,0.65180404810795
TG 56:8-FA20:5,0.043012,0.01383,0.01037,0.003465,0.001576,2.198,16,Osbpl3,TG.56.8.FA20.5,0.168375228643049,0.320368101648307,0.168375228643049,0.10032275,TG,no,0.749819233550253
TG 54:5-FA16:0,0.043329,0.2935,0.2141,0.07935,0.03616,2.194,16,Osbpl3,TG.54.5.FA16.0,0.786734767051584,2.1703332285119e-10,0.786734767051584,0.382921036,TG,yes,0.729471890971039
TG 56:5-FA16:0,0.043547,0.06802,0.05013,0.01789,0.008162,2.192,16,Osbpl3,TG.56.5.FA16.0,0.819478765649502,1.00616704702054e-11,0.819478765649502,0.1463599,TG,yes,0.73698912084681
TG 54:6-FA18:3,0.043677,0.06078,0.04733,0.01345,0.006142,2.19,16,Osbpl3,TG.54.6.FA18.3,0.361662781971961,0.0191251176658934,0.361662781971961,0.325403036,TG,yes,0.778710102007239
TG 48:3-FA18:1,0.044021,0.2035,0.1359,0.06755,0.0309,2.186,16,Osbpl3,TG.48.3.FA18.1,0.845417410145813,6.18878665095105e-13,0.845417410145813,0.260636218,TG,yes,0.667813267813268
TG 56:3-FA20:1,0.044173,1.239,0.7579,0.4813,0.2203,2.184,16,Osbpl3,TG.56.3.FA20.1,0.831923088424424,2.71291826960243e-12,0.831923088424424,3.101427356,TG,yes,0.611702986279257
TG 50:5-FA16:0,0.044399,0.0106,0.00763,0.00297,0.001361,2.182,16,Osbpl3,TG.50.5.FA16.0,0.680583271408743,3.47976522755121e-07,0.680583271408743,0.032093146,TG,yes,0.719811320754717
CE 18:3,0.044795,0.04338,0.03526,0.008118,0.003729,2.177,16,Osbpl3,CE.18.3,0.537461562664366,0.000187256556214396,0.537461562664366,0.066472457,CE,yes,0.812816966343937
TG 54:6-FA18:1,0.04516,0.1016,0.07894,0.02268,0.01044,2.173,16,Osbpl3,TG.54.6.FA18.1,0.208905592338718,0.205751031979329,0.208905592338718,0.306650585,TG,no,0.776968503937008
CE 20:3,0.045209,0.03911,0.03032,0.008785,0.004044,2.172,16,Osbpl3,CE.20.3,0.837774993179066,1.44408810626314e-12,0.837774993179066,0.059311168,CE,yes,0.775249296855024
PE P-18:0/20:3,0.045329,0.004969,0.006551,-0.001582,0.0007011,2.257,11,Osbpl3,PE.P.18.0.20.3,-0.538800584441197,0.00036018705678051,0.538800584441197,0.01200696,PE_P,yes,1.31837391829342
CE 22:1,0.045675,0.0371,0.02851,0.00859,0.003964,2.167,16,Osbpl3,CE.22.1,0.721187145920614,8.85427763446207e-08,0.721187145920614,0.038161654,CE,yes,0.768463611859838
TG 54:3-FA18:1,0.045819,30.61,18.42,12.19,5.63,2.165,16,Osbpl3,TG.54.3.FA18.1,0.828776178474361,3.81345783836972e-12,0.828776178474361,64.19864905,TG,yes,0.601764129369487
TG 47:0-FA14:0,0.046497,0.0111,0.006335,0.004766,0.002209,2.158,16,Osbpl3,TG.47.0.FA14.0,0.787554512255319,5.14081989373876e-09,0.787554512255319,0.024945381,TG,yes,0.570720720720721
TG 52:5-FA20:3,0.046611,0.04517,0.03324,0.01192,0.005528,2.156,16,Osbpl3,TG.52.5.FA20.3,0.838573320488772,1.32327996254695e-12,0.838573320488772,0.072369413,TG,yes,0.735886650431702
TG 56:5-FA22:4,0.046831,0.08995,0.06671,0.02324,0.01079,2.154,16,Osbpl3,TG.56.5.FA22.4,0.828318999736448,4.00410066898349e-12,0.828318999736448,0.181791964,TG,yes,0.741634241245136
TG 54:6-FA20:5,0.047171,0.1024,0.07222,0.03014,0.01402,2.15,16,Osbpl3,TG.54.6.FA20.5,0.00597596114364206,1,0.00597596114364206,0.159384811,TG,no,0.7052734375
TG 54:5-FA20:4,0.047201,0.6058,0.4393,0.1665,0.07746,2.15,16,Osbpl3,TG.54.5.FA20.4,0.782617523208565,3.08762420998495e-10,0.782617523208565,0.712539587,TG,yes,0.725156817431496
PC 17:0_20:3,0.047474,0.0258,0.02106,0.004742,0.002209,2.147,16,Osbpl3,PC.17.0_20.3,-0.0427411886291565,0.850008624059937,0.0427411886291565,0.028651746,PC,no,0.816279069767442
TG 58:8-FA22:6,0.047511,0.1369,0.09865,0.03822,0.0178,2.147,16,Osbpl3,TG.58.8.FA22.6,0.362144319594365,0.0189442827634536,0.362144319594365,0.460992569,TG,yes,0.720598977355734
TG 54:7-FA16:1,0.048124,0.04501,0.03371,0.01131,0.005283,2.14,16,Osbpl3,TG.54.7.FA16.1,0.56172561114865,7.88069736960537e-05,0.56172561114865,0.094558567,TG,yes,0.748944678960231
TG 54:5-FA22:1,0.048189,0.005435,0.003847,0.001589,0.0007427,2.139,16,Osbpl3,TG.54.5.FA22.1,0.38724236661114,0.0123008272626437,0.38724236661114,0.008191285,TG,yes,0.707819687212512
PE P-18:1/20:3,0.048601,0.004818,0.006095,-0.001277,0.0005761,2.217,11,Osbpl3,PE.P.18.1.20.3,0.402227916250331,0.0142097848434108,0.402227916250331,0.00742594,PE_P,yes,1.26504773765048
CE 15:0,0.049049,0.09655,0.07475,0.0218,0.01023,2.13,16,Osbpl3,CE.15.0,0.819523754792566,1.00152063686055e-11,0.819523754792566,0.12167346,CE,yes,0.774210253754531
TG 45:1-FA15:0,0.049203,0.01712,0.01085,0.006268,0.002945,2.128,16,Osbpl3,TG.45.1.FA15.0,0.674791485650074,7.29406792297679e-06,0.674791485650074,0.017119325,TG,yes,0.633761682242991
PE 14:0_18:2,0.049346,0.0009175,0.001257,-0.0003399,0.0001432,2.374,7,Osbpl3,PE.14.0_18.2,-0.281473260704851,0.246380407969777,0.281473260704851,0.003249799,PE,no,1.3700272479564
TG 50:3-FA14:1,0.049795,0.244,0.1616,0.08248,0.03887,2.122,16,Osbpl3,TG.50.3.FA14.1,0.842860728538413,8.23583484114195e-13,0.842860728538413,0.345412281,TG,yes,0.662295081967213
